,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,"opposite editorial}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
315,What was the last name of Billy the Kid?,Bonney,"Bonanza}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,"Annie}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
317,What word means lasting only a very brief time?,Ephemeral,"Ephemeral}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,"Pine Tar}.

What is the name of the first woman to win the Nobel Prize in Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win the Nobel Prize in Literature",
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,"Bertrand Russell}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,"Eric Idle}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.",
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,"Triad}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,"USS Maddox}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
323,What do A. E. Housman's initials stand for?,Alfred Edward,"Alfred Edward}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the",
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,"Pillow Talk}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"Ellen Wilson}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,"Percy Bysshe Shelley}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets",
327,What is LL Cool J.'s real name?,James Todd Smith,"James Todd Smith}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
328,Aldebaran is the brightest star in which constellation?,Taurus,"Taurus}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,"affirmation}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"Narendra Modi}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
331,What were the first tennis racket strings made of?,Sheep gut,"animal gut}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the",
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"Forget-me-not}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible",
333,What is the world governing body of tennis?,International Tennis Federation,"ITF}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,"John Fogerty}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the",
335,Where were the 1952 Olympics held?,Helsinki,"London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What",
336,The 1912 Summer Olympics were held in what city?,Stockholm,"London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What",
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,"Paul Gauguin}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
338,In which city is the Encyclopedia Britannica published?,Chicago,"Chicago}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
339,Who discovered the law of electrolysis?,Michael Faraday,"Michael Faraday}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets:",
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,"Émile Zola}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"“Happy Birthday to You”}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
342,What is Australia's highest mountain?,Mount Kosciuszko,"Mount Kosciuszko}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {}",
343,Tony Drago is a snooker professional from which country?,Malta,"England}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"Bridget Bishop}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,"Salvador Dali}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets:",
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,"Michaelangelo}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets:",
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,"Collateral}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,"stealing a car}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
349,What is the capital of Guinea-Bissau?,Bissau,"Bissau}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,"Joseph Bramah}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
351,What was the first graphical browser for the World Wide Web?,Mosaic,"Mosaic}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
352,What is Spike Milligan's real first name?,Terence,John},
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,"Frank Oz}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,"Robert Runcie}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,"Turandot}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,"Carl B. Stokes}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,"Atlas moth}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,"Crusaders}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"Grand Theft Auto}.

What is the name of the famous painting by Leonardo da Vinci that depicts a man with his hand pointing to his own face?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous painting by Vincent van Gogh that depicts a starry night sky over a small town?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"Rapper's Delight by The Sugarhill Gang}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
361,Which British city was named Deva by the Romans?,Chester,"Chester}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,"Ivan Goncharov}.

What is the capital of the state of New York in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Albany}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible",
363,The ice-cream cone originates from what American state?),Missouri,"Michigan}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key",
364,What does a brandophile collect?,Cigar bands,"brands}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Pete Rose}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part",
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,"Ernest Rutherford}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets:",
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,"B-612}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman in space?
Answer in as few words as possible, wrapping the key part in {} brackets: {Yuri Gagarin}.

What is the name of the first man to climb Mount Everest?
Answer in",
368,What is the name given to the short tail of a rabbit?,Scut,"Rump}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,"Edward Jenner}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

",
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,"Frost}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {12}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag",
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"Lao}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the",
372,What school did Billy Bunter attend?,Greyfriars,"Greyfriars School}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
373,Who is the patron saint of Armenia?,St. Gregory,"St. Gregory the Illuminator}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part",
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,"Palak paneer}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in ",
375,Who was Australia's first prime minister?,Edmund Barton,"Edith Cowan}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets",
376,What is caterpillar waste called?,Frass,"Frass}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
377,What is the basic unit of currency for Myanmar?,Kyat,"Kyat}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
378,What Latin American author wrote in green ink?,Pablo Neruda,"Gabriel García Márquez}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {}",
379,Who is the Hindu god associated with rain?,Indra,"Indra}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,"Annie Allen}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the",
381,Who invented the aerosol spray can?,Erik Rotheim,"Alexander Parkes}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets",
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,"Satan}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key",
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,"Collage}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,"The Residents}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
385,Which German duo have sold over 85 million records?,Modern Talking,"Scorpions}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,"The Daily Mail}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
387,What is the tallest mountain in Iran?,Mount Damavand,"Damavand}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
388,What was the name of William Wordsworth's sister?,Dorothy,"Dorothy Wordsworth}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
389,Which team won the first World Series in 1903?,Boston Americans,"Boston Americans}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {10",
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,"Opportunity Knocks}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,"Rosaline}.

What is the name of the main character in the novel ""To Kill a Mockingbird""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Scout}.

What is the name of the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nick Carraway}.

What is the name of the main character in",
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,"Aldeburgh}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
