,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,"Gandhi}.

What is the name of the first and only person to have won the Nobel Peace Prize twice?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gandhi}.

What is the name of the first and only person to have won the Nobel Peace Prize twice?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gandhi}.

What is the name of the first and only person to have won the Nobel Peace Prize",
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,"John Cleese}.

What is the name of the 'Star Wars' character who is a Jedi master and a member of the council?
Answer in as few words as possible, wrapping the key part in {} brackets: {Yoda}.

What is the name of the 'Star Wars' character who is a Jedi master and a member of the council?
Answer in as few words as possible, wrapping the key part in {} brackets: {Yoda}.

What is the name of the '",
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,"triad}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {}",
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,"USS Maddox}.

What is the name of the first U.S. space station?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skylab}.

What is the name of the U.S. space station that was launched in 1998?
Answer in as few words as possible, wrapping the key part in {} brackets: {International Space Station}.

What is the name of the U.S. space station that was launched",
323,What do A. E. Housman's initials stand for?,Alfred Edward,"Arthur Edward}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,"Calamity Jane}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"Abigail Adams}.

What is the name of the first and only U.S. president to be born in a log cabin?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the U.S. president who was the first to be born in a hospital?
Answer in as few words as possible, wrapping the key part in {} brackets: {Barack Obama}.

What is the name of the U",
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,"Percy Bysshe Shelley}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as",
327,What is LL Cool J.'s real name?,James Todd Smith,"James Todd Smith}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key",
328,Aldebaran is the brightest star in which constellation?,Taurus,"Taurus}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,"Affirmation}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"Nathuram Godse}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the",
331,What were the first tennis racket strings made of?,Sheep gut,"Catgut}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"Forget-me-not}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping",
333,What is the world governing body of tennis?,International Tennis Federation,"ITF}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,"John Carter}.

What is the name of the first 'Star Wars' film?
Answer in as few words as possible, wrapping the key part in {} brackets: {Star Wars}.

What is the name of the first 'Star Wars' film?
Answer in as few words as possible, wrapping the key part in {} brackets: {Star Wars}.

What is the name of the first 'Star Wars' film?
Answer in as few words as possible, wrapping the key part",
335,Where were the 1952 Olympics held?,Helsinki,"Helsinki}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
336,The 1912 Summer Olympics were held in what city?,Stockholm,"Stockholm}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,"Paul Gauguin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
338,In which city is the Encyclopedia Britannica published?,Chicago,"Chicago}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in",
339,Who discovered the law of electrolysis?,Michael Faraday,"Michael Faraday}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,"Emile Zola}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"White Christmas}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
342,What is Australia's highest mountain?,Mount Kosciuszko,"Mount Kosciuszko}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the Netherlands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amsterdam}.

What",
343,Tony Drago is a snooker professional from which country?,Malta,"Malta}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"Tituba}.

What is the name of the man who was the first to be executed in Salem?
Answer in as few words as possible, wrapping the key part in {} brackets: {Giles Corey}.

What is the name of the man who was the first to be executed in Salem?
Answer in as few words as possible, wrapping the key part in {} brackets: {Giles Corey}.

What is the name of the man who was the first to be executed in Salem",
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,"Salvador Dalí}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,"Parkinson}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,"pledge}.

What is the name of the man who is the first to be elected to the office of President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the man who is the first to be elected to the office of President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name",
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,"tax fraud}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
",
349,What is the capital of Guinea-Bissau?,Bissau,"Bissau}.

What is the capital of Guinea-Bissau?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bissau}.

What is the capital of Guinea-Bissau?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bissau}.

What is the capital of Guinea-Bissau?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bissau}.

What is the capital of Guinea-",
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,"Samuel Warren}.

What is the name of the first person to be executed by the electric chair?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Kemmler}.

What is the name of the first person to be executed by the electric chair?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Kemmler}.

What is the name of the first person to be executed by the electric chair?
Answer",
351,What was the first graphical browser for the World Wide Web?,Mosaic,"Mosaic}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
352,What is Spike Milligan's real first name?,Terence,"Alfred}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,"Peter Sellers}.

What is the name of the ""The Simpsons"" character who is a member of the Springfield Nuclear Power Plant's security team?
Answer in as few words as possible, wrapping the key part in {} brackets: {Carl Carlson}.

What is the name of the ""The Simpsons"" character who is a member of the Springfield Nuclear Power Plant's security team?
Answer in as few words as possible, wrapping the key part in {} brackets: {Carl Carlson}.

",
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,"Robert Runcie}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in",
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,"Turandot}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,"Carl Stokes}.

What is the name of the U.S. state that is the largest producer of pecans?
Answer in as few words as possible, wrapping the key part in {} brackets: {Georgia}.

What is the name of the U.S. state that is the largest producer of pecans?
Answer in as few words as possible, wrapping the key part in {} brackets: {Georgia}.

What is the name of the U.S. state that is the largest producer",
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,"Queen Alexandra's birdwing}.

What is the name of the largest known butterfly?
Answer in as few words as possible, wrapping the key part in {} brackets: {Queen Alexandra's birdwing}.

What is the name of the largest known butterfly?
Answer in as few words as possible, wrapping the key part in {} brackets: {Queen Alexandra's birdwing}.

What is the name of the largest known butterfly?
Answer in as few words as possible, wrapping",
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,"The Crusaders}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"PaRappa the Rapper}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the",
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"Rapper's Delight}.

What is the name of the first U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the first U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the first U.S. president to be impea",
361,Which British city was named Deva by the Romans?,Chester,"Chester}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets",
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,"Ivan Goncharov}.

What is the name of the first of the three ""Star Wars"" prequels, released in 1999?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Phantom Menace}.

What is the name of the first of the three ""Star Wars"" prequels, released in 1999?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Phantom Menace",
363,The ice-cream cone originates from what American state?),Missouri,"New York}.

What is the name of the man who invented the ice-cream cone?
Answer in as few words as possible, wrapping the key part in {} brackets: {Italo Marchiony}.

What is the name of the man who invented the ice-cream cone?
Answer in as few words as possible, wrapping the key part in {} brackets: {Italo Marchiony}.

What is the name of the man who invented the ice-cream cone?
Answer in",
364,What does a brandophile collect?,Cigar bands,"Brands}.

What is the name of the largest city in the state of New York?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the state of New York?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the state of New York?
Answer in as few words as possible",
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Ty Cobb}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,"Enrico Fermi}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,"B612}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
368,What is the name given to the short tail of a rabbit?,Scut,"Tail}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer",
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,"Jenner}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,"Poe}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean",
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"Lasso}.

What is the name of the man who was the first to fly across the English Channel?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis Bleriot}.

What is the name of the man who was the first to fly across the English Channel?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis Bleriot}.

What is the name of the man who was the first to",
372,What school did Billy Bunter attend?,Greyfriars,"Greyfriars}.

What is the name of the man who is the main character in the film ""The Man Who Would Be King""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rudyard Kipling}.

What is the name of the man who is the main character in the film ""The Man Who Would Be King""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rudyard Kipling}.

What is the",
373,Who is the patron saint of Armenia?,St. Gregory,"St. Gregory the Illuminator}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in",
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,"Palak paneer}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
375,Who was Australia's first prime minister?,Edmund Barton,"Edmund Barton}.

What is the capital of the United States of America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abu Dhabi}.",
376,What is caterpillar waste called?,Frass,"excrement}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
377,What is the basic unit of currency for Myanmar?,Kyat,"Kyat}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
378,What Latin American author wrote in green ink?,Pablo Neruda,"Gabriel Garcia Marquez}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?",
379,Who is the Hindu god associated with rain?,Indra,"Indra}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,"A Street in Bronzeville}.

What is the name of the man who is the first to be seen in the first episode of the first season of the TV show ""The Office""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Michael Scott}.

What is the name of the man who is the first to be seen in the first episode of the first season of the TV show ""The Office""?
Answer in as few words as possible, wrapping the",
381,Who invented the aerosol spray can?,Erik Rotheim,"Robert H. Boyle}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,"John Milton}.

What is the name of the first person to be executed for witchcraft in the Salem witch trials?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bridget Bishop}.

What is the name of the first person to be executed for witchcraft in the Salem witch trials?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bridget Bishop}.

What is the name of the first person to be executed for witchcraft in",
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,"Cubist collage}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,"The Carpenters}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
385,Which German duo have sold over 85 million records?,Modern Talking,"Kraftwerk}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
",
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,"The Daily Express}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly",
387,What is the tallest mountain in Iran?,Mount Damavand,"Mount Damavand}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D",
388,What was the name of William Wordsworth's sister?,Dorothy,"Dorothy}.

What is the name of the first month of the year?
Answer in as few words as possible, wrapping the key part in {} brackets: {January}.

What is the name of the first month of the year?
Answer in as few words as possible, wrapping the key part in {} brackets: {January}.

What is the name of the first month of the year?
Answer in as few words as possible, wrapping the key part in {} brackets: {January",
389,Which team won the first World Series in 1903?,Boston Americans,"Boston Americans}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which team won the first World Series in 1903?
Answer in as few words as possible, wrapping the key part",
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,"Opportunity Knocks}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?",
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,"Rosaline}.

What is the name of the man who is the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jay Gatsby}.

What is the name of the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jay Gatsby}.

What is the name of the main character in the novel ""The Great Gatsby""?",
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,"Lowestoft}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Cointreau}.

What is the name of the 'red-headed stepchild' of the 'Star Wars' series?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Phantom Menace}.

What is the name of the 'red-headed stepchild' of the 'Star Wars' series?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Phantom Menace}.

What is the name of the '",
394,Alan McGee signed Oasis to which label in 1993?,Creation,"Creation}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
395,What is the last name of the twenty-first U.S. President?,Arthur,"Garfield}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part",
