,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
317,What word means lasting only a very brief time?,Ephemeral,"ephemeral}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
",
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,"Dapper Dan}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,"Bertrand Russell}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher’s Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,"Eric Idle}.

What is the name of the first book in the 'Harry Potter' series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the 'Harry Potter' series?
Answer in as few words as possible, wrapping the key part in {} brackets",
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,"A triad}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,"USS Maddox}.

What is the name of the first U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Johnson}.

What is the name of the first U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What",
323,What do A. E. Housman's initials stand for?,Alfred Edward,"A. E. Housman} stands for Alfred Edward Housman.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What",
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,"Calamity Jane}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"Eleanor Roosevelt}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in",
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,"Percy Bysshe Shelley}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?",
327,What is LL Cool J.'s real name?,James Todd Smith,"James Todd Smith}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in",
328,Aldebaran is the brightest star in which constellation?,Taurus,"Taurus}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,"affirmation}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"Nathuram Godse}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
An",
331,What were the first tennis racket strings made of?,Sheep gut,"Gut}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"Forget-me-not}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets",
333,What is the world governing body of tennis?,International Tennis Federation,"ITF}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian}.

What is the name of the largest desert in the world?
Answer in",
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,"Lulu}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Caspian Sea}.

What is the name of the largest desert in the world?
An",
335,Where were the 1952 Olympics held?,Helsinki,"Helsinki}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
336,The 1912 Summer Olympics were held in what city?,Stockholm,"Stockholm}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,"Paul Gauguin}.

What is the name of the 1950s TV series about a family of scientists?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Life and Legend of Wyatt Earp}.

What is the name of the 1950s TV series about a family of scientists?
Answer in as few words as possible, wrapping the key part in {} br",
338,In which city is the Encyclopedia Britannica published?,Chicago,"Chicago}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
339,Who discovered the law of electrolysis?,Michael Faraday,"Michael Faraday}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part",
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,"Emile Zola}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"White Christmas}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
342,What is Australia's highest mountain?,Mount Kosciuszko,"Mount Kosciuszko}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest desert in the world?",
343,Tony Drago is a snooker professional from which country?,Malta,"Malta}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Fellow",
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"George Burroughs}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
An",
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,"Dali}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon",
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,"Irving}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,"Pledge}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian}.

What is the name of the largest desert in the world?
Answer in",
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,"Tax evasion}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
349,What is the capital of Guinea-Bissau?,Bissau,"Bissau}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wr",
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,"Charles F. Babbage}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
",
351,What was the first graphical browser for the World Wide Web?,Mosaic,"Mosaic}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
352,What is Spike Milligan's real first name?,Terence,"Terence}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,"Jim Henson}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for platinum?
Answer",
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,"Robert Runcie}.

What is the name of the river that flows through the city of Birmingham?
Answer in as few words as possible, wrapping the key part in {} brackets: {The River Rea}.

What is the name of the river that flows through the city of Manchester?
Answer in as few words as possible, wrapping the key part in {} brackets: {The River Irwell}.

What is the name",
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,"Turandot}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,"Carl B. Stokes}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
An",
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,"Queen Alexandra's Birdwing}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean?
Answer in",
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,"The Crusaders}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"Spyro}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"Rapper's Delight} by the Sugarhill Gang.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is",
361,Which British city was named Deva by the Romans?,Chester,"Chester}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,"Ivan Goncharov}.

What is the name of the 1997 film starring Tom Hanks as a man who is stranded on a desert island?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cast Away}.

What is the name of the 1997 film starring Tom Hanks as a man who is stranded on a desert island?
Answer in as few",
363,The ice-cream cone originates from what American state?),Missouri,"New Jersey}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
364,What does a brandophile collect?,Cigar bands,"Brand names}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Pete Rose}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,"C.N. Yang and T.D. Lee}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol",
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,"Earth}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
368,What is the name given to the short tail of a rabbit?,Scut,"Stumpy}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,"Edward Jenner}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,"Longfellow}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"lariat}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
372,What school did Billy Bunter attend?,Greyfriars,"Greyfriars}.

What is the name of the river that flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that",
373,Who is the patron saint of Armenia?,St. Gregory,"St. Gregory the Illuminator}.

What is the name of the river that flows through the city of Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Seine}.

What is the name of the river that flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Thames}.

What is the name of",
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,"Palak paneer}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets:",
375,Who was Australia's first prime minister?,Edmund Barton,"Edward Barton}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
376,What is caterpillar waste called?,Frass,"frass}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
377,What is the basic unit of currency for Myanmar?,Kyat,"kyat}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} br",
378,What Latin American author wrote in green ink?,Pablo Neruda,"Gabriel García Márquez}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the",
379,Who is the Hindu god associated with rain?,Indra,"Indra}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,"Annie Allen}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
381,Who invented the aerosol spray can?,Erik Rotheim,"Eric Fawcett}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key",
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,"John Milton}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,"Collage}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,"The Monkees}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in",
385,Which German duo have sold over 85 million records?,Modern Talking,"Rammstein}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,"The Daily Express}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
387,What is the tallest mountain in Iran?,Mount Damavand,"Damavand}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Mediterranean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sicily}.

What is the name of the largest island in the Mediterranean Sea",
388,What was the name of William Wordsworth's sister?,Dorothy,"Dorothy}.

What is the name of the river that flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through the city of Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through",
389,Which team won the first World Series in 1903?,Boston Americans,"Boston}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,"The Opportunity Knocks talent show}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?",
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,"Rosaline}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,"Lowestoft}.

What is the name of the river that flows through the centre of Cambridge?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cam}.

What is the name of the river that flows through the centre of Oxford?
Answer in as few words as possible, wrapping the key part in {} brackets: {Isis}.

What is the name of the river that flows through the",
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Advocaat}.

What is the name of the first book in the 'Harry Potter' series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the 'Harry Potter' series?
Answer in as few words as possible, wrapping the key part in {} brackets:",
394,Alan McGee signed Oasis to which label in 1993?,Creation,"Creation}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few words",
395,What is the last name of the twenty-first U.S. President?,Arthur,"Bush}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
Answer",
396,What is the last name of the man who supposedly killed Jesse James?,Ford,"Ford}.

What is the name of the man who supposedly killed Jesse James?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Ford}.

What is the name of the man who supposedly killed Jesse James?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Ford}.

What is the name of the man who supposedly killed",
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,"Sinclair}.

What is the name of the first American to win the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair}.

What is the name of the first American to win the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair}.

What is",
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,"Thresher}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian}.

What is the name of the largest desert in the world?
Answer",
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,"Wings}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wings}.

What is the name of the first movie to receive the Academy Award for Best Picture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wings}.

What is the name of the first",
400,What is the name of a number two wood in golf?,Brassie,"Iron}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the sun?
Answer in as",
401,What is the first-person plural pronoun in Hindi?,Hum,"ham}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brack",
