,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
317,What word means lasting only a very brief time?,Ephemeral,"transient}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,"O'Reilly}.

What is the name of the character who is the main antagonist in ""The Lord of the Rings""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gollum}.

What is the name of the character who is the main antagonist in ""The Lord of the Rings""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gollum}.

What is",
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,"Eric Arthur Blair}.

What is the name of the first person to be awarded the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rudolf Steiner}.

What is the name of the first person to be awarded the Nobel Prize in Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Max Planck}.

What is the name of the first person to",
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,"Terry Jones}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,"Tritone}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible",
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,"USS Thresher}.

What is the name of the U.S. military base in Hawaii?
Answer in as few words as possible, wrapping the key part in {} brackets: {Joint Base Pearl Harbor-Hickam}.

What is the name of the U.S. military base in Alaska?
Answer in as few words as possible, wrapping the key part in {} brackets: {Joint Base King Kamehameha III}.

What is the",
323,What do A. E. Housman's initials stand for?,Alfred Edward,"A. E. Housman's initials stand for ""Alfred Edward Housman""}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What",
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,"1956}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"Jacqueline Kennedy}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,"Lord Byron}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
327,What is LL Cool J.'s real name?,James Todd Smith,"Louis Joseph Jackson}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
328,Aldebaran is the brightest star in which constellation?,Taurus,"Scorpio}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,"nullity}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"Arvind Kejriwal}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
331,What were the first tennis racket strings made of?,Sheep gut,"gut}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"Myosotis}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",
333,What is the world governing body of tennis?,International Tennis Federation,"WTO}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,"The Dakotas}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
335,Where were the 1952 Olympics held?,Helsinki,"London}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
336,The 1912 Summer Olympics were held in what city?,Stockholm,"Stockholm}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

",
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,"Oscar Wilde}.

What is the name of the 1920s American jazz band that included Louis Armstrong?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Original Dixieland Jass Band}.

What is the name of the 1920s American jazz band that included Louis Armstrong?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Original Dixieland J",
338,In which city is the Encyclopedia Britannica published?,Chicago,"Chicago}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
339,Who discovered the law of electrolysis?,Michael Faraday,Michael Faraday},
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,"Émile Zola}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"“I Want to Know What the...

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

What is the chemical symbol for gold?
Answer in as few",
342,What is Australia's highest mountain?,Mount Kosciuszko,"Mount Kosciuszko}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O",
343,Tony Drago is a snooker professional from which country?,Malta,"England}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"Rebecca Nurse}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,"Picasso}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,"O'Hara}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,"Lender's guarantee}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,"stealing a horse}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
349,What is the capital of Guinea-Bissau?,Bissau,"Bissau}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,"Sir Hiram Maxim}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
351,What was the first graphical browser for the World Wide Web?,Mosaic,"Netscape Navigator}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
352,What is Spike Milligan's real first name?,Terence,"Spike}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President",
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,"David Hyde Pierce}.

What is the name of the famous American singer who was born in 1946?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elvis Presley}.

What is the name of the famous American singer who was born in 1946?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elvis Presley}.

What is the name of the",
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,"John Simpson}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,"Madama Butterfly}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,"John C. Thompson}.

What is the name of the first U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {James A. Garfield}.

What is the name of the first U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {James A. Garfield}.

What is the name of the first",
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,"Giant Swallowtail}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the largest city in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tokyo",
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,Jerusalem},
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"Street Fighter}.

What is the name of the first person to be elected as the President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected as the President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first",
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"""The Message"" by Grandmaster Flash and the Furious Five}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in ",
361,Which British city was named Deva by the Romans?,Chester,"London}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,"Fyodor Dostoevsky}.

What is the name of the 1980s American sitcom about a family of five?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the name of the 1980s American sitcom about a family of five?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

",
363,The ice-cream cone originates from what American state?),Missouri,"California}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
364,What does a brandophile collect?,Cigar bands,"Collects rare and valuable brands}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Hank Aaron}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,"Ernest Rutherford}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,"Bermuda].

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
368,What is the name given to the short tail of a rabbit?,Scut,"Hindfoot}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in",
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,"Edward Jenner}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,"Shelley}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"Cortejo}.

What is the name of the 19th century English poet who wrote ""The Love Song of J. Alfred Prufrock""?
Answer in as few words as possible, wrapping the key part in {} brackets: {T.S. Eliot}.

What is the name of the 19th century English poet who wrote ""The Love Song of J. Alfred Prufrock""?
Answer in as few words as possible, wrapping",
372,What school did Billy Bunter attend?,Greyfriars,"Hogwarts School of Witchcraft and Wizardry}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on",
373,Who is the patron saint of Armenia?,St. Gregory,"Saint Klabd}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,"Spinach and cheese curry}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?",
375,Who was Australia's first prime minister?,Edmund Barton,"William Hughes}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
376,What is caterpillar waste called?,Frass,"Feces}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",
377,What is the basic unit of currency for Myanmar?,Kyat,"Kyat}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.",
378,What Latin American author wrote in green ink?,Pablo Neruda,"Gabriel Garcia Marquez}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
379,Who is the Hindu god associated with rain?,Indra,"Surya}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,"Annie Allen}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
381,Who invented the aerosol spray can?,Erik Rotheim,"Edwin Armstrong}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,"John Milton}.

What is the name of the first person to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Jackson}.

What is the name of the first person to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Jackson}.

What is the name of the first person to be elected",
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,"Surrealism}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,"The Shirelles}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
385,Which German duo have sold over 85 million records?,Modern Talking,"The Beatles}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,"The Daily Mail}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
387,What is the tallest mountain in Iran?,Mount Damavand,"Kavir}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.",
388,What was the name of William Wordsworth's sister?,Dorothy,"Mary}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
389,Which team won the first World Series in 1903?,Boston Americans,"Boston Red Sox}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,"The Voice}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,"Rosaline}.

What is the name of the man who is killed by the snake in the story ""The Snake and the Boy""?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Snake}.

What is the name of the character who is the main antagonist in the story ""The Three Little Pigs""?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Big Bad Wolf",
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,"Ipswich}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Rum}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
394,Alan McGee signed Oasis to which label in 1993?,Creation,"Island}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
395,What is the last name of the twenty-first U.S. President?,Arthur,"Trump}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",
396,What is the last name of the man who supposedly killed Jesse James?,Ford,"Lee Harvey Oswald}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,"Hemingway}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,"SS-N-1}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?",
