,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,"Bertrand Russell}.

What is the name of the first woman to be elected to the House of Commons?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Thatcher}.

What is the name of the first woman to be elected to the House of Lords?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Thatcher}.

What is the name of the first woman to be elected to the House of Lords?
",
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,"John Du Prez}.

What is the name of the first planet in the Solar System?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the Solar System?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the Solar System?
Answer in as few words as possible, wrapping the key part in",
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,"triad}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,"USS Maddox}.

What is the name of the first U.S. spacecraft to orbit the Moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Apollo 8}.

What is the name of the first U.S. spacecraft to orbit the Moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Apollo 8}.

What is the name of the first U.S. spacecraft to orbit the Moon",
323,What do A. E. Housman's initials stand for?,Alfred Edward,"AEH}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,"Calamity Jane}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part",
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"Anna Harrison}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United",
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,"Percy Bysshe Shelley}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key",
327,What is LL Cool J.'s real name?,James Todd Smith,"LL Cool J}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
328,Aldebaran is the brightest star in which constellation?,Taurus,"Taurus}.

What is the name of the planet that orbits the sun closest to the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that orbits the sun farthest from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neptune}.

What is the name of the planet that orbits the sun closest to the sun?
Answer in as few words as",
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,"An affirmation}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"Mahatma Gandhi}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold",
331,What were the first tennis racket strings made of?,Sheep gut,"gut}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer",
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"forget-me-not}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Buzz Aldrin}.

What is the name of the first man to walk on the moon?
Answer in as few words",
333,What is the world governing body of tennis?,International Tennis Federation,"International Tennis Federation}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,"The Beach Boys}.

What is the name of the 1980s American sitcom starring John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1980s American sitcom starring John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1980",
335,Where were the 1952 Olympics held?,Helsinki,"Helsinki, Finland}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Where were the 1952 Olympics held?
Answer in as few words as possible, wrapping the key part in {}",
336,The 1912 Summer Olympics were held in what city?,Stockholm,"London}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer",
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,"Oscar Wilde}.

What is the name of the 1990s British television series starring David Jason as the fictional detective Derek ""Dicky"" Stamp?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Inspector Lynley Mysteries}.

What is the name of the 1990s British television series starring David Jason as the fictional detective Derek ""Dicky"" Stamp?
Answer in as few words as possible, wrapping the key part",
338,In which city is the Encyclopedia Britannica published?,Chicago,"London}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
339,Who discovered the law of electrolysis?,Michael Faraday,"Luigi Galvani}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?",
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,"Emile Zola}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"The Lion Sleeps Tonight}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible",
342,What is Australia's highest mountain?,Mount Kosciuszko,"Mount Kosciuszko}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as",
343,Tony Drago is a snooker professional from which country?,Malta,"Malta}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"John Proctor}.

What is the name of the first person to be executed in the Salem witch trials?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rebecca Nurse}.

What is the name of the first person to be executed in the Salem witch trials?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rebecca Nurse}.

What is the name of the first person to be executed in the Salem witch trials?
",
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,"Picasso}.

What is the name of the first person to discover the element helium?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ritter}.

What is the name of the first person to discover the element helium?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ritter}.

What is the name of the first person to discover the element helium?
Answer in as few words as possible, wrapping the",
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,"Lawrence}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the",
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,"mortgage}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,"horse racing}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
349,What is the capital of Guinea-Bissau?,Bissau,"Bissau}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abu Dhabi}.

What",
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,"John Henry Townsend}.

What is the name of the first person to be awarded the Nobel Prize for Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Niels Bohr}.

What is the name of the first person to be awarded the Nobel Prize for Chemistry?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jacobus Henricus van 't Hoff}.

What is the name of the first person to be awarded",
351,What was the first graphical browser for the World Wide Web?,Mosaic,"Mosaic}.

What is the name of the first computer to be used for the World Wide Web?
Answer in as few words as possible, wrapping the key part in {} brackets: {ARPANET}.

What is the name of the first computer to be used for the World Wide Web?
Answer in as few words as possible, wrapping the key part in {} brackets: {ARPANET}.

What is the name of the first computer to be used for the World Wide Web?",
352,What is Spike Milligan's real first name?,Terence,"William}.

What is the name of the first ever recorded human-made satellite?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sputnik 1}.

What is the name of the first ever recorded human-made satellite?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sputnik 1}.

What is the name of the first ever recorded human-made satellite?
Answer in as few words as",
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,"Jim Henson}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,"Rowan Williams}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,"Madama Butterfly}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part",
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,"Frank G. Willis}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the",
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,"Papilio cresphontes}.

What is the name of the largest known butterfly?
Answer in as few words as possible, wrapping the key part in {} brackets: {Papilio cresphontes}.

What is the name of the largest known butterfly?
Answer in as few words as possible, wrapping the key part in {} brackets: {Papilio cresphontes}.

What is the name of the largest known butterfly?
Answer in as few words as possible, wrapping the key part",
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,"Saladin}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"Pac-Man}.

What is the name of the first planet in the Solar System?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the Solar System?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the Solar System?
Answer in as few words as possible, wrapping the key part in",
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"The Fresh Prince of Bel-Air - 'Summertime'}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Horologium}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Horologium}.

What is the name of the first ever recorded song?
Answer in",
361,Which British city was named Deva by the Romans?,Chester,"Chester}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,"Ivan Goncharov}.

What is the name of the 1999 film directed by Michael Mann and starring Al Pacino and Robert De Niro?
Answer in as few words as possible, wrapping the key part in {} brackets: {Heat}.

What is the name of the 1999 film directed by Michael Mann and starring Al Pacino and Robert De Niro?
Answer in as few words as possible, wrapping the key part in {} brackets: {Heat}.

",
363,The ice-cream cone originates from what American state?),Missouri,"North Carolina}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
364,What does a brandophile collect?,Cigar bands,"A collection of brands}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Babe Ruth}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first American",
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,"Wolfgang Pauli}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
",
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,"The Rose}.

What is the name of the planet in the movie ""The Day the Earth Stood Still""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Klaatu barada nikto}.

What is the name of the planet in the movie ""The Day the Earth Stood Still""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Klaatu barada nikto}.

What is the name of the",
368,What is the name given to the short tail of a rabbit?,Scut,"hind).

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,"Edward Jenner}.

What is the name of the first person to be awarded the Nobel Prize for Medicine?
Answer in as few words as possible, wrapping the key part in {} brackets: {Joseph Lister}.

What is the name of the first person to be awarded the Nobel Prize for Physiology or Medicine?
Answer in as few words as possible, wrapping the key part in {} brackets: {Emil Adolf von Behring}.

What is the name of the first person to be awarded the Nobel",
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,"William Butler Yeats}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Geraldine R. Ford}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Geraldine R. Ford}.

What is the name of the first female president of the United States?
Answer in",
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"gaucho}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
372,What school did Billy Bunter attend?,Greyfriars,"The King's School, Parramatta}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person",
373,Who is the patron saint of Armenia?,St. Gregory,"Saint Gregory the Illuminator}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key",
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,"Aloo Gobi}.

What is the name for a curry made of potatoes and peas?
Answer in as few words as possible, wrapping the key part in {} brackets: {Aloo Matar}.

What is the name for a curry made of potatoes and cauliflower?
Answer in as few words as possible, wrapping the key part in {} brackets: {Aloo Gobi}.

What is the name for a curry made of potatoes and carrots?
Answer in as few words as",
375,Who was Australia's first prime minister?,Edmund Barton,"Edmund Barton}.

What is the name of the first Australian state?
Answer in as few words as possible, wrapping the key part in {} brackets: {New South Wales}.

What is the name of the first Australian state?
Answer in as few words as possible, wrapping the key part in {} brackets: {New South Wales}.

What is the name of the first Australian state?
Answer in as few words as possible, wrapping the key part in {} brackets: {New South",
376,What is caterpillar waste called?,Frass,"dung}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
377,What is the basic unit of currency for Myanmar?,Kyat,"Kyat}.

What is the capital of Myanmar?
Answer in as few words as possible, wrapping the key part in {} brackets: {Naypyidaw}.

What is the name of the largest river in Myanmar?
Answer in as few words as possible, wrapping the key part in {} brackets: {Irrawaddy}.

What is the name of the largest lake in Myanmar?
Answer in as few words as possible, wrapping the key part in {} brackets: {Inle",
378,What Latin American author wrote in green ink?,Pablo Neruda,"Gabriel Garcia Marquez}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
379,Who is the Hindu god associated with rain?,Indra,"Indra}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,"A street in Memphis}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part",
381,Who invented the aerosol spray can?,Erik Rotheim,"Edwin H. Land}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold",
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,"John Milton}.

What is the name of the first of the three books of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first of the three books of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first of the three books of the Bible?
Answer in as few words as possible,",
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,"collage}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the",
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,"The Beach Boys}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
385,Which German duo have sold over 85 million records?,Modern Talking,"The Beatles}.

Which of the following is not a type of animal?
Answer in as few words as possible, wrapping the key part in {} brackets: {Plant}.

Which of the following is not a type of animal?
Answer in as few words as possible, wrapping the key part in {} brackets: {Plant}.

Which of the following is not a type of animal?
Answer in as few words as possible, wrapping the key part in {} brackets: {Plant}.

",
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,"The Daily Express}.

What is the name of the first British television series to be broadcast in colour?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Avengers}.

What is the name of the first British television series to be broadcast in colour?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Avengers}.

What is the name of the first British television series to be broadcast in colour?
Answer in",
387,What is the tallest mountain in Iran?,Mount Damavand,"Mount Damavand}.

What is the name of the largest river in Iran?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Aras}.

What is the name of the largest lake in Iran?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Urmia}.

What is the name of the largest city in Iran?
Answer in as few words as possible, wrapping the key part in {} brackets",
388,What was the name of William Wordsworth's sister?,Dorothy,"Mary}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
389,Which team won the first World Series in 1903?,Boston Americans,"Boston Red Sox}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first American woman to win a gold medal in the Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first",
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,"The 1968 Eurovision Song Contest}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible",
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,"Rosaline}.

What is the name of the man who is the main antagonist in the play?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tybalt}.

What is the name of the man who is the main protagonist in the play?
Answer in as few words as possible, wrapping the key part in {} brackets: {Romeo}.

What is the name of the woman who is the main protagonist in the play?
Answer in as few",
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,"Felixstowe}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Cointreau}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
394,Alan McGee signed Oasis to which label in 1993?,Creation,"Rough Trade}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Hucklebuck}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Hucklebuck}.

What is the name of the first ever recorded song?
Answer in as few words as possible, wrapping the key part in {}",
